p0.0,p0.1,p0.5,p0.9,p1.0
1.5149291735696642,7.155324589348347,32.53263031269855,51.40538982473951,60.391085787940575
1.5149291735696642,7.155324589348347,32.53263031269855,51.40538982473951,60.391085787940575
1.5149291735696642,4.499633473119495,15.871322013745068,28.910723375711232,36.21005389986893
1.5149291735696642,3.9456488978689936,13.001878454018275,24.75767288243111,34.835760081070106
0.9208360504183142,3.6578695049523327,10.37312650818874,18.8867165710413,26.12396771249573
0.9208360504183142,3.2758641066936263,9.282480197915508,16.244134001172586,21.372934333568168
0.45472884939757635,2.974492107354959,7.88933465541594,15.499854544586045,21.372934333568168
0.45472884939757635,2.974492107354959,7.457530261472842,13.987508672452151,20.352020447068025
0.9208360504183142,2.8181593081019027,7.077484896704267,12.850752025834598,20.352020447068025
0.9208360504183142,2.7746446650877656,6.604797266402994,12.034695297757269,20.352020447068025
0.9208360504183142,2.7746446650877656,6.367614574459078,11.14862097024066,19.141995042912914
0.9208360504183142,2.4180344208739077,6.075689218470928,11.24906944377191,18.54836426274157
0.9208360504183142,2.346576520208114,5.975502836826823,11.14862097024066,18.54836426274157
0.9208360504183142,2.1489973987885604,5.924768619661448,10.269247051245236,13.984563418662333
0.9208360504183142,2.1489973987885604,5.646550864642721,10.257546686693937,13.984563418662333
0.6563629849404977,2.1489973987885604,5.646550864642721,10.257546686693937,13.061791228220637
0.45472884939757635,2.0867199650408295,5.368692923032764,10.257546686693937,13.061791228220637
0.45472884939757635,2.0867199650408295,5.028375881185937,9.83785766402833,13.061791228220637
0.45472884939757635,1.9566435329410414,5.025868190472824,9.83785766402833,13.061791228220637
0.45472884939757635,1.8522484593056083,4.9019227818120035,9.83785766402833,13.061791228220637
0.45472884939757635,1.8522484593056083,4.792281338439624,9.462534911571653,12.43281353568522
0.45472884939757635,1.8522484593056083,4.667308382583045,9.462534911571653,12.43281353568522
0.45472884939757635,1.8522484593056083,4.552213825678704,9.39866916095746,12.43281353568522
0.45472884939757635,1.8522484593056083,4.420478271273263,9.39866916095746,12.43281353568522
0.3683772787510109,1.8363019743875824,4.385323535193526,9.282480197915508,12.43281353568522
0.3683772787510109,1.8363019743875824,4.362212932064992,9.282480197915508,12.43281353568522
0.3683772787510109,1.7960056356866285,4.362212932064992,9.199374463101408,12.43281353568522
0.3683772787510109,1.737114283741807,4.321992202636893,9.199374463101408,12.43281353568522
0.3683772787510109,1.737114283741807,4.15669351738855,9.199374463101408,12.43281353568522
0.3683772787510109,1.7365296952543023,4.15669351738855,9.199374463101408,12.43281353568522
0.3683772787510109,1.7365296952543023,4.15669351738855,9.199374463101408,12.43281353568522
0.3683772787510109,1.7365296952543023,4.15669351738855,9.199374463101408,12.43281353568522
0.3683772787510109,1.7365296952543023,4.021561969858868,9.199374463101408,12.43281353568522
0.3683772787510109,1.7365296952543023,3.9470811927929734,9.199374463101408,12.43281353568522
0.3683772787510109,1.7365296952543023,3.9456488978689936,9.199374463101408,12.43281353568522
0.3683772787510109,1.7190874803220457,3.9456488978689936,8.636959249890966,12.095148286912378
0.3683772787510109,1.7190874803220457,3.9456488978689936,8.636959249890966,12.095148286912378
0.3683772787510109,1.7190874803220457,3.9456488978689936,8.583353477066538,12.095148286912378
0.3683772787510109,1.7190874803220457,3.9456488978689936,8.583353477066538,12.095148286912378
0.3683772787510109,1.7190874803220457,3.9456488978689936,8.583353477066538,12.095148286912378
0.3683772787510109,1.7190874803220457,3.9456488978689936,8.583353477066538,12.095148286912378
