p0.0,p0.1,p0.5,p0.9,p1.0
0.7491811264191637,24.58033798227379,84.58031096050756,205.60395624287298,263.0390387735001
0.9882653130209094,9.998106099731132,72.6624404382324,166.63950162499594,226.68496920664933
0.6085697181152318,5.944059636487694,18.26636998519812,166.63950162499594,226.68496920664933
0.7093892596012824,5.146329208426858,13.664577740692767,152.03371192602023,209.77158983642963
0.24505447990261064,4.009684250309418,11.61079186232556,152.03371192602023,209.77158983642963
0.337476402249336,3.334123864994039,9.913892231464468,152.03371192602023,209.77158983642963
0.24505447990261064,2.9750670622298467,9.037708182793434,152.03371192602023,209.77158983642963
0.24505447990261064,2.8653002210672045,8.356427079866936,152.03371192602023,209.77158983642963
0.24505447990261064,2.664103636819171,7.664343972252902,31.70734978665977,59.54661448326976
0.24505447990261064,2.449588461849674,7.166132963352479,31.70734978665977,59.54661448326976
0.24505447990261064,2.327128873414609,6.909913827795741,29.877636075854877,59.54661448326976
0.24505447990261064,2.2564326907234626,6.495741912678871,26.090525322830985,49.70945552793622
0.24505447990261064,2.0993987207019935,6.148237010266746,25.099565230894413,49.70945552793622
0.24505447990261064,2.0864845262329736,5.8504582445223825,20.824183558543357,45.21671256240253
0.24505447990261064,2.0555901636797778,5.678274594819756,18.21198079442434,44.68161503213764
0.24505447990261064,1.9866979013422248,5.56724605813692,15.443978821367196,33.2986578652821
0.24505447990261064,1.9346659313216603,5.334035808484416,13.447891968388106,28.16384937271159
0.24505447990261064,1.842891602985833,5.157630119195725,12.98798793367145,28.16384937271159
0.24505447990261064,1.7983067147828202,5.0408878022373225,12.526647634043611,28.16384937271159
0.24505447990261064,1.7556129100679088,4.9567957107079295,12.044698330742309,25.52403812834706
0.24505447990261064,1.7073818042063915,4.811006191557378,11.639394134887459,25.52403812834706
0.24505447990261064,1.6294739758771672,4.715053718778995,11.59319049603174,25.52403812834706
0.24505447990261064,1.6294739758771672,4.557702490172726,10.917492582152757,25.52403812834706
0.1949868400919181,1.5778955551438443,4.46033965690955,10.496879542625877,25.52403812834706
0.1949868400919181,1.5778955551438443,4.435226000442367,10.320610891605691,25.52403812834706
0.1949868400919181,1.5357536269566043,4.330663655736015,9.997276055766118,17.69080544802741
0.1949868400919181,1.5230913383145552,4.283837653425912,9.332247430758839,17.69080544802741
0.1949868400919181,1.5230913383145552,4.2533171595826245,9.090538800190396,17.69080544802741
0.1949868400919181,1.484648293070397,4.174484044978194,9.019014002072646,17.69080544802741
0.1949868400919181,1.4670486691668692,4.030291348676028,8.97821904829365,17.69080544802741
0.1949868400919181,1.4629332097242715,3.972914492550458,8.596508193172607,17.69080544802741
0.1949868400919181,1.4597756649060727,3.932707773913541,8.198641169039414,14.131557666323605
0.1949868400919181,1.4440324395893962,3.8843914426844264,8.099369822697875,14.131557666323605
0.1949868400919181,1.4397819387856945,3.842685570169382,8.099369822697875,14.131557666323605
0.1949868400919181,1.4391020091546345,3.814493345007178,8.060421736396817,14.131557666323605
0.1949868400919181,1.422668538383117,3.786400029591477,8.041263472219542,14.131557666323605
0.1949868400919181,1.4300143310850137,3.750922807397372,7.996006750797503,14.131557666323605
0.1949868400919181,1.422668538383117,3.7255772495651946,7.996006750797503,14.131557666323605
0.1949868400919181,1.3926351305925568,3.6802332996758826,7.940461194104058,14.131557666323605
0.1949868400919181,1.3787610526257328,3.669735080356619,7.940461194104058,14.131557666323605
0.1949868400919181,1.3677397590460925,3.6338549009347947,7.940461194104058,14.131557666323605
0.1949868400919181,1.3571537865235899,3.5991425262945,7.904299750459306,14.131557666323605
0.1949868400919181,1.3452659742633508,3.567320395087895,7.806892745502831,14.131557666323605
0.1949868400919181,1.3395620008072147,3.5612144872889444,7.561227256524877,14.131557666323605
0.1949868400919181,1.338277418375349,3.5564941297575623,7.431370648805822,14.131557666323605
0.1949868400919181,1.3309415552498625,3.5270052810422614,7.254633064876291,13.975885350963164
0.1949868400919181,1.3026887780748244,3.4932271044434176,7.254633064876291,13.975885350963164
0.1949868400919181,1.291939032364264,3.4453658960557165,6.998114257150819,13.975885350963164
0.1949868400919181,1.2865692079967708,3.438641359542013,6.930559816316386,13.975885350963164
0.1949868400919181,1.284641077728801,3.411242202995853,6.865780570135225,13.975885350963164
0.1949868400919181,1.2684270767642196,3.3855157930513333,6.8302655963409515,13.975885350963164
0.1949868400919181,1.2574458764470862,3.385357634726352,6.781381428352098,13.975885350963164
0.1949868400919181,1.2442305306346857,3.3780037307557844,6.750020779029638,13.975885350963164
0.1949868400919181,1.2389362453671877,3.355648768015037,6.750020779029638,13.975885350963164
0.1949868400919181,1.2389362453671877,3.3360652028999667,6.671859527684399,13.975885350963164
0.1949868400919181,1.2389362453671877,3.3248197849495753,6.624528550217048,13.975885350963164
0.1949868400919181,1.2294251348023573,3.30046161450601,6.6002110586047635,13.975885350963164
0.1949868400919181,1.2257559431099998,3.30046161450601,6.558966608782941,13.67741189334909
0.1949868400919181,1.2294251348023573,3.30046161450601,6.426648800522546,13.67741189334909
0.1949868400919181,1.2257559431099998,3.2654068074043794,6.453738559699758,13.67741189334909
0.1949868400919181,1.2233430960305673,3.2305234303305914,6.426648800522546,13.67741189334909
0.1949868400919181,1.1972084613449498,3.2418966964430154,6.426648800522546,13.67741189334909
0.1949868400919181,1.1972084613449498,3.22140059756622,6.271328942394352,13.67741189334909
0.1949868400919181,1.1972084613449498,3.2305234303305914,6.264832416693543,13.67741189334909
0.1949868400919181,1.173501187701656,3.1975330464292333,6.172472754501848,13.67741189334909
0.1949868400919181,1.1613282582965234,3.1774859311254238,6.165055047019233,13.67741189334909
0.1949868400919181,1.1595115981761266,3.1786621622939712,6.155672307050162,13.67741189334909
0.1949868400919181,1.140443142026643,3.173182414251062,6.139021776123381,13.67741189334909
0.1949868400919181,1.1311091445425634,3.1689691790075836,6.05649788325211,13.67741189334909
0.1949868400919181,1.1311091445425634,3.1604628792434477,6.064492216058594,13.67741189334909
0.1949868400919181,1.1311091445425634,3.1604628792434477,6.05649788325211,13.557202892028219
